7,0,4,1,-3976,4011,4061,0,
2819,0,96,1,967,1050,2079,4950,
0,146,32,2,2056,990,1050,3908,
3423,0,86,1,3003,495,598,1093,
1,0,2,1,2098,1961,37,2518,
0,4029,66,2,2595,1473,28,498,
1,0,2,1,1146,785,2165,2580,
0,6,4,2,1607,664,1825,462,
3575,0,68,1,3258,345,493,1657,
0,3731,64,2,1098,2664,334,1415,
3209,3012,84,3,2393,676,1027,5026,
275,0,44,1,-466,1820,2742,3362,
3936,0,64,1,2530,93,1473,3271,
3019,2979,110,3,2202,900,994,3608,
3863,0,64,1,1510,191,2395,5306,
3019,0,94,1,1892,808,1396,4245,
0,3199,70,2,1163,2146,787,2290,
1743,0,94,1,178,1364,2554,2214,
242,0,34,1,-1565,3107,2554,0,
2564,27,94,3,1666,1018,1412,3473,
7,0,6,1,1151,2097,848,2076,
3270,0,100,1,3142,530,424,1998,
0,3719,66,2,531,3212,353,659,
5,0,4,1,-1276,2350,3022,1912,
0,5,4,2,675,1483,1938,1956,
3936,3055,68,3,2946,116,1034,2276,
0,12,8,2,-105,2090,2111,3940,
3897,3497,70,3,3344,160,592,3461,
2752,4,86,3,861,1095,2140,4911,
0,10,8,2,-1895,3847,2144,0,
0,6,6,2,-1905,3847,2154,0,
2,0,2,1,1603,1579,914,3514,
1,0,2,1,2903,898,295,1302,
2742,0,140,1,3210,663,223,308,
282,0,42,1,2548,1399,149,2080,
3161,4020,84,3,3211,847,38,945,
0,2,2,2,-456,2274,2278,3514,
3663,2845,78,3,2565,332,1199,3023,
5,0,2,1,-3943,3995,4044,0,
0,4,4,2,-1377,2717,2756,2571,
0,5,4,2,1858,767,1471,3239,
3897,3989,68,3,3812,192,92,1959,
3,0,4,1,305,2405,1386,4379,
0,41,14,2,3067,323,706,2765,
0,3468,80,2,3544,167,385,518,
3937,0,66,1,742,140,3214,666,
10,45,14,3,208,2165,1723,3403,
0,2557,134,2,2599,584,913,2446,
3548,0,64,1,713,496,2887,671,
1,187,52,3,-73,2418,1751,2762,
2,566,56,3,-261,2419,1938,0,
0,37,12,2,1697,886,1513,2526,
3233,2358,94,3,2030,745,1321,370,
17,0,10,1,166,2043,1887,3727,
3540,3926,68,3,3406,552,138,3257,
0,3,2,2,-414,2259,2251,3646,
0,2,2,2,-417,2259,2254,0,
31,220,62,3,1348,1373,1375,1767,
0,2406,116,2,2202,891,1003,1105,
3760,0,66,1,1989,269,1838,2193,
0,3823,66,2,1841,2024,231,3612,
3891,0,66,1,1816,153,2127,3798,
3737,0,68,1,2761,262,1073,4836,
13,3217,66,3,299,2988,809,1275,
2202,0,106,1,-45,1389,2752,2886,
0,11,6,2,399,2072,1625,2646,
50,2178,202,3,1343,1529,1224,955,
2998,27,88,3,1203,918,1975,2088,
1,0,2,1,-839,3254,1681,983,
0,1994,154,2,1461,1485,1150,2301,
3316,3955,68,3,3215,767,114,3748,
8,0,4,1,-404,2242,2258,3652,
0,3388,72,2,2392,1130,574,2804,
0,1,2,2,2618,457,1021,3614,
3748,3368,70,3,3071,319,706,454,
5,4,4,3,-1505,2799,2802,2540,
2,0,2,1,-1514,2804,2806,0,
0,3500,72,2,3247,424,425,4763,
3819,0,66,1,1747,230,2119,2000,
0,3484,66,2,1522,2039,535,3594,
2854,0,78,1,995,1047,2054,2957,
0,3048,74,2,489,2646,961,2348,
2651,0,98,1,135,1230,2731,2694,
0,110,34,2,2124,540,1432,4640,
0,2654,136,2,3182,137,777,1168,
3949,15,64,3,1117,118,2861,589,
3,0,4,1,-630,2754,1972,2217,
0,2004,144,2,1046,1770,1280,1679,
1915,0,178,1,919,1325,1852,1877,
0,3170,68,2,1274,2058,764,2270,
1499,0,112,1,1181,1306,1609,3077,
0,2996,78,2,1747,1488,861,2065,
0,10,6,2,1412,748,1936,2661,
3974,0,66,1,2864,59,1173,1462,
0,2898,66,2,-1110,4033,1173,0,
0,3349,70,2,2467,1068,561,6475,
3601,0,66,1,1164,440,2492,2046,
2,0,2,1,-88,2581,1603,2349,
0,3178,76,2,2181,1182,733,2271,
2871,0,66,1,-997,1182,3911,0,
45,0,14,1,3047,1041,8,6915,
0,4012,66,2,3529,563,4,527,
0,1,2,2,2413,210,1473,2896,
4003,0,66,1,3318,27,751,906,
3730,0,76,1,3761,209,126,4446,
0,3979,64,2,689,3301,106,658,
0,1288,118,2,1956,958,1182,5246,
0,3559,72,2,3501,257,338,2833,
3834,0,64,1,-58,257,3897,0,
2,0,2,1,-2104,2904,3296,1788,
0,2548,162,2,2220,883,993,4326,
3552,0,66,1,1749,464,1883,2077,
0,20,10,2,-1803,4016,1883,0,
0,2639,94,2,489,2445,1162,2312,
0,6,6,2,-135,1655,2576,2015,
3941,0,66,1,2702,103,1291,2843,
0,3363,68,2,1640,1858,598,2879,
1,3,2,3,111,1278,2707,1834,
3678,2550,76,3,2383,331,1382,2276,
3,0,4,1,-1804,2983,2917,2041,
1876,0,110,1,3114,859,123,4921,
0,3937,64,2,1238,2735,123,0,
0,251,40,2,2383,690,1023,5082,
3772,0,68,1,3837,176,83,1705,
0,4020,66,2,3077,1009,10,3012,
3085,0,68,1,-943,1009,4030,0,
0,2701,94,2,700,2210,1186,4728,
0,3767,66,2,2748,1105,243,4749,
3349,0,76,1,2378,585,1133,3397,
0,3414,66,2,1454,2054,588,2425,
3513,3519,68,3,3008,540,548,4968,
0,4003,66,2,3017,1044,35,7041,
3232,0,68,1,1486,718,1892,2472,
0,3523,64,2,1589,2015,492,3335,
2833,0,70,1,1,1131,2964,1935,
7,1185,108,3,884,1865,1347,3716,
0,6,6,2,1109,1282,1705,1417,
0,3601,74,2,3370,420,306,2267,
0,8,6,2,3384,118,594,3615,
0,3518,80,2,3647,76,373,271,
3996,0,66,1,1766,66,2264,1637,
4,2170,166,3,394,2368,1334,2624,
94,0,32,1,-310,1785,2621,1470,
2597,2524,134,3,1622,1263,1211,2026,
4,0,4,1,-314,2872,1538,3185,
665,1852,130,3,1328,1580,1188,1646,
0,1,2,2,902,1356,1838,2091,
0,2,2,2,2642,421,1033,1741,
0,3083,92,2,3273,168,655,633,
3967,0,64,1,2143,84,1869,1953,
0,21,10,2,-314,3008,1402,1510,
0,2718,84,2,419,2495,1182,754,
3560,0,80,1,3755,325,16,6054,
0,4078,64,2,195,3885,16,0,
3288,0,70,1,2294,618,1184,6177,
0,3139,76,2,1750,1578,768,2744,
3682,4011,68,3,3619,408,69,5008,
2,0,2,1,-1482,2814,2764,2592,
3243,0,76,1,1994,713,1389,3478,
0,3959,64,2,1991,2014,91,3240,
4024,0,64,1,2008,34,2054,3976,
0,2884,76,2,984,2070,1042,3000,
2733,0,84,1,860,1115,2121,2760,
1,3440,66,3,1642,1924,530,3515,
3815,2685,86,3,2539,222,1335,4338,
3,0,4,1,-457,2273,2280,3504,
0,3459,84,2,3488,159,449,3948,
3974,16,64,3,1652,61,2383,1623,
3423,0,72,1,2317,547,1232,4655,
0,3001,68,2,-282,3341,1037,824,
0,9,6,2,-396,2055,2437,2887,
3602,0,74,1,2942,370,784,3347,
0,3686,66,2,1051,2685,360,1711,
0,1,2,2,-922,1987,3031,1713,
2,0,2,1,-923,1987,3032,0,
3992,0,66,1,2405,54,1637,3330,
2974,3566,72,3,2554,1094,448,4141,
0,3,2,2,-1143,2977,2262,2843,
9,0,4,1,2252,1756,88,3398,
0,3979,68,2,3350,710,36,1107,
3592,0,66,1,1073,453,2570,1702,
2664,0,88,1,1800,1011,1285,4319,
3613,3922,68,3,3461,472,163,4325,
0,1,2,2,2043,1026,1027,6117,
2363,0,124,1,2042,1026,1028,0,
506,0,92,1,2931,896,269,3252,
3,0,4,1,2425,1402,269,0,
0,3850,70,2,3587,371,138,1165,
3762,0,64,1,464,311,3321,727,
2,0,2,1,-2115,3430,2781,1183,
0,3315,86,2,2205,1281,610,4322,
2762,0,70,1,-1110,1281,3925,0,
7,0,6,1,1581,2180,335,5453,
3645,0,74,1,3813,273,10,2239,
0,4078,64,2,810,3278,8,642,
3171,3001,82,3,2253,820,1023,5521,
4,0,4,1,228,2220,1648,4147,
35,0,16,1,2079,1158,859,1855,
3321,0,92,1,2976,533,587,932,
3833,4001,72,3,3799,259,38,4144,
0,3466,66,2,1460,2096,540,5495,
0,3,4,2,664,880,2552,2670,
3733,0,72,1,3428,258,410,2767,
8,0,6,1,1420,2430,246,1725,
0,3977,66,2,3911,169,16,2499,
4018,0,66,1,1062,52,2982,1128,
0,3,4,2,-2956,4070,2982,0,
3696,0,64,1,2256,299,1541,5215,
0,3023,76,2,588,2538,970,2028,
1722,0,190,1,625,1350,2121,3060,
0,1346,124,2,2198,808,1090,3295,
3152,0,72,1,852,808,2436,0,
3761,0,66,1,2285,262,1549,4585,
0,2145,114,2,-618,3388,1326,858,
0,4,4,2,1072,1917,1107,3835,
0,3054,98,2,2486,869,741,1418,
3904,0,66,1,1850,149,2097,2418,
10,0,6,1,1485,2070,541,3539,
13,0,6,1,1919,1741,436,444,
3200,3950,68,3,3098,887,111,1192,
0,2827,96,2,897,2111,1088,4949,
3700,0,64,1,1248,344,2504,3178,
4,0,4,1,489,2228,1379,2941,
0,2747,86,2,1400,1688,1008,915,
0,2,2,2,-489,1427,3158,858,
0,3773,76,2,3142,730,224,3633,
3837,0,68,1,1671,226,2199,2302,
0,2755,114,2,957,2036,1103,3123,
3475,0,68,1,1620,523,1953,3418,
0,3736,72,2,3344,505,247,5199,
3653,0,64,1,346,414,3336,738,
3268,0,80,1,3057,566,473,6364,
3535,4017,68,3,3469,555,72,3680,
0,2431,170,2,474,2312,1310,4557,
12,0,6,1,-1957,2312,3741,0,
2206,0,114,1,672,1305,2119,2641,
0,3914,66,2,3575,452,69,5109,
3763,0,66,1,2488,254,1354,2827,
0,3204,68,2,1152,2201,743,2427,
0,2232,114,2,2187,894,1015,4239,
3355,6,68,3,1015,655,2426,1060,
0,3250,68,2,1202,2166,728,3548,
31,0,18,1,-2048,2166,3978,0,
27,0,14,1,-2079,2197,3978,0,
0,239,32,2,1792,1059,1245,3898,
0,3328,82,2,2930,628,538,1377,
3718,0,66,1,1849,314,1933,2247,
121,0,34,1,1612,1362,1122,3481,
0,3275,88,2,2784,746,566,1293,
0,3279,110,2,3157,389,550,3648,
3700,0,66,1,-122,389,3829,0,
1,0,2,1,-2526,3417,3205,1296,
0,18,10,2,-127,1835,2388,2400,
0,3945,68,2,3431,590,75,3576,
3573,0,66,1,193,495,3408,707,
0,79,30,2,201,2121,1774,3581,
0,3257,74,2,2238,1225,633,2116,
3164,8,66,3,614,819,2663,1633,
0,3977,66,2,1769,2245,82,4327,
172,0,24,1,-183,1511,2768,2025,
2585,0,144,1,2440,889,767,2795,
6,0,6,1,533,2915,648,678,
2883,0,98,1,3004,760,332,2477,
0,3829,66,2,1547,2330,219,1426,
0,0,0,0,766,1215,2115,3048,
2092,0,134,1,766,1215,2115,0,
0,8,6,2,43,2480,1573,1369,
4042,3670,66,3,3628,47,421,3593,
0,10,6,2,-1256,3067,2285,2828,
0,23,12,2,-386,2572,1910,880,
49,0,14,1,1237,1435,1424,1646,
3275,0,76,1,2568,619,909,1380,
0,3462,66,2,1037,2479,580,1744,
1,0,2,1,-2425,2479,4042,0,
0,2,2,2,1368,652,2076,3794,
0,117,34,2,2357,417,1322,991,
3739,0,70,1,3037,238,821,797,
11,3511,66,3,1044,2533,519,1746,
0,16,10,2,688,1319,2089,3166,
3597,2885,74,3,2527,397,1172,1855,
1,0,2,1,-1911,2987,3020,2044,
145,0,28,1,849,1612,1635,2761,
4,1837,154,3,2310,731,1055,1606,
2,852,68,3,2639,11,1446,2170,
3999,0,66,1,3022,9,1065,1237,
0,3143,68,2,-150,3357,889,827,
3175,0,68,1,1241,839,2016,4534,
11,2815,80,3,837,2171,1088,2771,
0,10,8,2,1508,580,2008,3497,
3715,2950,76,3,2686,315,1095,1188,
5,0,6,1,-606,2364,2338,3373,
0,14,8,2,144,1976,1976,755,
0,4,4,2,1554,1263,1279,1424,
0,1,2,2,1550,1263,1283,0,
1,0,2,1,3776,158,162,2227,
4055,4010,68,3,3974,41,81,199,
23,0,8,1,-4,2050,2050,4087,
5,0,6,1,-27,2073,2050,0,
39,0,32,1,-32,2078,2050,0,
0,578,74,2,1176,1455,1465,1247,
0,2432,80,2,2136,981,979,1538,
3193,0,66,1,415,833,2848,711,
2848,3041,86,3,2084,1175,837,4862,
0,5,4,2,-1268,2758,2606,2537,
0,2897,108,2,2836,473,787,4109,
4027,0,66,1,3043,11,1042,3104,
0,3421,68,2,2545,1027,524,3529,
3155,0,66,1,445,853,2798,1321,
0,897,102,2,588,2066,1442,3298,
3662,0,74,1,3783,271,42,4092,
0,4032,64,2,1898,2174,24,1777,
0,3465,76,2,2492,1092,512,4626,
3452,31,74,3,1487,563,2046,2460,
0,2462,104,2,393,2456,1247,2389,
1,0,2,1,-2069,2456,3709,0,
1865,0,178,1,898,1271,1927,2968,
0,2784,102,2,1560,1571,965,2527,
2531,0,138,1,2101,864,1131,3325,
3207,0,84,1,3193,563,340,3623,
1,3967,64,3,1452,2542,102,1466,
0,376,72,2,1595,1352,1149,4111,
0,3444,76,2,2911,731,454,1692,
3593,0,70,1,2586,391,1119,3119,
0,3598,66,2,1108,2544,444,2115,
0,15,6,2,803,1272,2021,3293,
3815,0,70,1,3723,146,227,2935,
0,3935,64,2,1757,2216,123,1849,
0,2,2,2,625,894,2577,2803,
0,5,6,2,1511,658,1927,888,
3500,2482,112,3,2155,486,1455,649,
0,3,2,2,-3827,3986,3937,0,
0,5,4,2,-3830,3986,3940,0,
0,8,4,2,-968,2531,2533,2867,
3168,0,72,1,1408,797,1891,2384,
1695,0,96,1,2869,991,236,4629,
2484,3948,118,3,2635,1343,118,1461,
0,3,4,2,-3797,3827,4066,0,
4,144,32,3,1207,1399,1490,5007,
2355,0,142,1,2775,791,530,1716,
0,3590,66,2,983,2673,440,563,
0,12,12,2,574,1399,2123,3181,
0,14,8,2,2829,181,1086,2267,
0,111,24,2,2815,181,1100,0,
0,2948,120,2,3341,99,656,637,
3897,0,70,1,3529,68,499,3136,
0,3936,66,2,3535,499,62,3903,
3789,0,66,1,1818,252,2026,2219,
42,0,20,1,1542,1364,1190,3513,
4029,3478,66,3,3427,53,616,1927,
0,2,2,2,-2783,3398,3481,1297,
164,0,50,1,144,1558,2394,2929,
2419,0,126,1,2931,864,301,2951,
0,3984,68,2,2041,1988,67,1529,
3483,3027,72,3,2522,515,1059,4465,
13,0,8,1,-29,2040,2085,3959,
0,183,32,2,2183,695,1218,2225,
0,146,38,2,2000,695,1401,0,
0,3479,76,2,3679,22,395,1825,
0,2992,124,2,3441,10,645,3241,
4068,0,64,1,1043,8,3045,594,
0,315,36,2,476,2075,1545,3501,
0,3425,70,2,2539,1065,492,2378,
3735,0,66,1,2851,266,979,3737,
0,3598,64,2,946,2696,454,1830,
2667,4045,72,3,2721,1371,4,5373,
2618,0,88,1,799,1152,2145,4790,
0,2652,74,2,1008,1966,1122,2827,
287,0,40,1,-206,1657,2645,1438,
0,3635,66,2,2768,984,344,3261,
4031,4027,68,3,3971,62,63,4838,
0,2835,94,2,1024,2049,1023,5111,
3989,30,66,3,1908,60,2128,3719,
2,0,2,1,-179,2794,1481,1932,
0,3786,66,2,2376,1492,228,2557,
2966,0,76,1,363,1016,2717,1773,
0,168,38,2,204,2299,1593,2807,
0,3335,72,2,2910,670,516,2874,
0,1,2,2,890,364,2842,1315,
4004,0,64,1,2610,47,1439,1721,
13,3525,70,3,2219,1383,494,3613,
2884,0,66,1,-437,1154,3379,882,
12,0,6,1,153,2157,1786,3474,
5,0,4,1,141,2169,1786,0,
0,3760,68,2,2710,1135,251,2574,
2939,0,68,1,-1050,1135,4011,0,
0,2920,76,2,476,2581,1039,4465,
536,0,50,1,709,1338,2049,3153,
2513,0,82,1,2021,992,1083,1848,
0,3311,72,2,2580,945,571,3072,
3121,0,66,1,-731,945,3882,0,
1,0,2,1,-2569,3433,3232,1283,
13,0,6,1,-130,2166,2060,2440,
0,297,50,2,1848,1158,1090,1991,
3105,0,104,1,3047,631,418,1496,
0,3772,66,2,1246,2570,280,1304,
18,0,8,1,-834,1916,3014,1692,
0,3,4,2,224,1356,2516,1076,
3748,3930,68,3,3600,339,157,3379,
0,5,4,2,-1106,2589,2613,2972,
1,0,2,1,-266,2167,2195,845,
3407,0,70,1,2452,544,1100,2719,
2958,3388,74,3,2395,1111,590,3350,
0,1,2,2,-2673,3430,3339,1278,
3710,0,70,1,3078,281,737,5752,
2468,3565,118,3,2190,1465,441,2822,
6,0,4,1,839,2364,893,4682,
0,3523,72,2,2461,1188,447,1628,
2999,0,74,1,308,992,2796,1370,
0,3236,68,2,1285,2062,749,3976,
2420,0,112,1,1898,1092,1106,3849,
0,3863,64,2,1697,2215,184,2219,
33,0,12,1,187,1642,2267,2353,
0,8,6,2,2135,604,1357,1981,
3763,3377,72,3,3069,316,711,942,
3817,0,66,1,1558,232,2306,5629,
0,3150,72,2,2093,1288,715,4352,
0,117,32,2,2267,697,1132,3324,
3920,0,68,1,3384,87,625,1234,
3253,0,102,1,3207,562,327,3743,
3594,4069,68,3,3593,493,10,3639,
3479,5,70,3,1484,539,2073,5554,
5,0,6,1,-486,3026,1556,1514,
0,2440,122,2,1631,1390,1075,2122,
2502,0,78,1,-809,1390,3515,0,
3884,0,64,1,2050,168,1878,5361,
3231,0,96,1,3330,526,240,5164,
0,3965,64,2,1620,2376,100,1521,
2480,0,182,1,871,1190,2035,3216,
2302,0,102,1,1972,1042,1082,3581,
0,3729,64,2,2110,1705,281,2440,
2825,0,96,1,631,1037,2428,2250,
0,3273,68,2,1243,2127,726,3437,
1977,0,152,1,1714,1169,1213,3744,
2,0,2,1,1953,1764,379,2216,
0,3974,68,2,3113,929,54,1162,
3229,0,68,1,436,795,2865,1297,
3817,3150,68,3,2938,234,924,5731,
3,0,2,1,-2732,3409,3419,1297,
1,2,2,3,-1038,2551,2583,1697,
50,0,28,1,576,1767,1753,1617,
2260,2572,190,3,1675,1240,1181,1149,
3264,3,66,3,1228,700,2168,4385,
0,412,54,2,2762,248,1086,4801,
3766,0,70,1,2350,248,1498,0,
15,1,12,3,1491,2168,437,2907,
0,3661,74,2,3488,366,242,2013,
3858,0,64,1,1821,193,2082,1994,
0,3747,66,2,1656,2135,305,3693,
0,1,2,2,-1071,1773,3394,1020,
3,3937,66,3,2985,1031,80,4057,
3049,0,66,1,-955,1034,4017,0,
0,7,6,2,727,1199,2170,4731,
0,42,12,2,2231,660,1205,1511,
0,2947,102,2,3016,379,701,827,
0,3394,86,2,3536,96,464,3467,
3952,0,66,1,3657,54,385,3515,
0,3796,66,2,2401,1462,233,2696,
0,637,112,2,2237,766,1093,3632,
0,2056,106,2,2692,316,1088,1092,
3897,3296,68,3,3152,158,786,2516,
3515,0,66,1,1545,508,2043,5586,
0,2306,142,2,249,2558,1289,2219,
1,0,2,1,-442,1877,2661,1615,
1451,0,88,1,2823,940,333,3266,
192,3819,66,3,2363,1524,209,991,
2,0,2,1,1065,906,2125,2713,
3690,0,70,1,3726,232,138,2663,
0,3952,64,2,2940,1084,72,2904,
3143,0,66,1,-189,907,3378,823,
0,3,4,2,-3332,4050,3378,0,
1,0,2,1,-402,2449,2049,2933,
1,0,2,1,1037,1655,1404,1440,
3731,3267,72,3,2960,319,817,1924,
0,3,4,2,17,2032,2047,4055,
3044,3511,70,3,2550,1027,519,2536,
3427,14,66,3,1430,570,2096,5435,
2,3211,74,3,2022,1367,707,4033,
3239,0,68,1,1234,739,2123,2425,
0,2261,108,2,214,2527,1355,2219,
3321,0,66,1,1632,642,1822,3679,
0,2090,138,2,545,2199,1352,2234,
3,0,2,1,-1545,2199,3442,0,
0,14,8,2,-1548,2202,3442,0,
3708,0,68,1,1971,319,1806,3533,
2,0,2,1,1314,2226,556,3051,
3866,0,68,1,3679,139,278,2367,
0,3876,64,2,1373,2544,179,1560,
24,0,10,1,-830,1902,3024,1673,
2797,0,142,1,1511,1006,1579,2365,
0,3934,66,2,2089,1908,99,3375,
2477,0,130,1,1997,1000,1099,3842,
0,2891,68,2,-480,3477,1099,0,
495,0,72,1,-267,2050,2313,3104,
3656,0,70,1,2592,331,1173,3354,
0,3659,66,2,1462,2252,382,2526,
2548,0,100,1,909,1143,2044,3106,
0,3198,68,2,511,2760,825,2150,
2918,0,84,1,636,1023,2437,3323,
0,15,10,2,-682,2949,1829,1600,
0,3,4,2,57,2495,1544,754,
0,3061,84,2,2041,1269,786,1987,
0,388,58,2,2247,691,1158,3267,
3894,0,68,1,3805,90,201,1946,
9,3949,64,3,1922,2069,105,2011,
0,1,2,2,1536,343,2217,3572,
3926,0,66,1,2738,108,1250,1203,
0,3103,68,2,151,3012,933,1339,
103,0,36,1,6,1727,2363,2958,
3831,3999,68,3,3748,259,89,3845,
0,5,6,2,-1,2049,2048,4081,
8,0,6,1,2040,1027,1029,2046,
3681,0,70,1,3567,265,264,1535,
0,3880,66,2,1230,2683,183,1344,
0,3711,66,2,2413,1388,295,5063,
0,487,102,2,2220,735,1141,3518,
0,2752,96,2,2870,385,841,1137,
3743,0,64,1,710,326,3060,592,
9,0,6,1,170,2227,1699,3203,
3528,3037,86,3,2572,500,1024,2411,
0,5,4,2,-3993,4028,4061,0,
0,1,2,2,-2751,3398,3449,1247,
93,0,24,1,437,1817,1842,3189,
2463,0,100,1,2033,1052,1011,1689,
48,3566,66,3,2258,1415,423,2688,
0,1,2,2,1272,761,2063,2628,
4040,4026,66,3,3978,50,68,2707,
0,2,2,2,-1986,3029,3053,2102,
1823,0,122,1,1143,1266,1687,3131,
379,0,48,1,1658,1575,863,2338,
2,0,2,1,1970,1401,725,691,
3775,3645,68,3,3343,311,442,1375,
0,63,16,2,3004,64,1028,7081,
0,3862,68,2,3948,38,110,1007,
4056,0,64,1,1391,16,2689,1305,
0,117,42,2,2353,321,1422,5018,
3821,0,68,1,3429,175,492,1193,
10,3991,64,3,2013,2020,63,2405,
11,0,10,1,-1988,2030,4054,0,
0,1,2,2,1047,1021,2028,3046,
0,23,16,2,1510,878,1708,464,
0,3880,70,2,3533,449,114,2046,
3737,0,64,1,778,327,2991,1125,
5,1967,92,3,1491,1505,1100,4450,
3998,0,64,1,2502,49,1545,2983,
185,0,58,1,1827,1359,910,3323,
0,4011,66,2,3296,785,15,1654,
3497,2750,92,3,2317,524,1255,3032,
1,0,2,1,-3930,4021,4005,0,
3696,0,66,1,1600,339,2157,5531,
3287,2839,86,3,2248,667,1181,4344,
0,3319,70,2,1223,2201,672,5101,
0,42,12,2,1586,895,1615,3682,
2936,0,90,1,1544,895,1657,0,
8,2652,90,3,1474,1574,1048,2866,
3277,0,66,1,1929,647,1520,3115,
3043,3589,76,3,2680,1018,398,4028,
0,3781,66,2,1804,2040,252,5756,
0,2,2,2,-1068,1749,3415,909,
0,4,4,2,1147,1003,1946,2217,
0,3425,84,2,3500,150,446,2357,
4041,0,66,1,2143,10,1943,2068,
0,3061,70,2,-302,3414,984,1596,
0,3691,66,2,1940,1825,331,5303,
2731,0,98,1,390,1159,2547,2141,
8,77,20,3,560,2136,1400,2901,
0,2903,106,2,3218,137,741,2743,
3952,0,64,1,315,137,3644,0,
0,1,2,2,-3637,4089,3644,0,
0,6,6,2,86,2119,1891,3724,
0,3345,94,2,3267,306,523,3187,
0,2,2,2,1920,162,2014,1998,
0,14,10,2,2863,93,1140,945,
4062,3782,66,3,3766,24,306,917,
0,2,2,2,5,2045,2046,4083,
0,3570,66,2,2568,1155,373,2565,
3709,0,66,1,1704,319,2073,2706,
0,734,76,2,-1025,3400,1721,980,
3,0,2,1,1144,1718,1234,2903,
3382,0,74,1,2901,518,677,1760,
0,3608,64,2,1000,2659,437,1481,
3600,0,64,1,1086,439,2571,3694,
0,1970,130,2,783,2024,1289,3297,
